,Content
937,"Divulgado o resultado da Operação Cronos II, realizada hoje em todo o Brasil, que contou com apoio do MJSP via Seopi. Cumpridos 968 mandados de prisão e apreensão relacionados a crimes contra a vida. Parabéns Polícia civil e CONCPC pelo belo trabalho! A população agradece. 👍🏻"
938,"Com o apoio do Ministério da Justiça e Segurança Pública, o Conselho Nacional de Chefes de Polícia Civil realiza hoje a Operação Cronos II, que cumpre mandados de prisão contra assassinos em 21 estados e DF. Ganha a população de bem. 👍 Mais detalhes em @JusticaGovBR."
939,Recebo com grande pesar a notícia do acidente aéreo ocorrido hoje em Sergipe envolvendo o jovem e talentoso cantor Gabriel Diniz e outros 2 ocupantes. Meus sinceros sentimentos às famílias das vítimas. Que Deus receba essas vidas de braços abertos e conforte os corações de todos.
940,Quando imaginaríamos uma manifestação expressiva a favor de reformas consideradas impopulares? A população mostrou-se extremamente consciente. A peculiaridade deste evento torna injustificável qualquer tentativa de minimizá-lo.
941,"Daqui a pouco, a partir das 21:30, entrevista exclusiva ao Domingo Espetacular, na Record. Conto com a audiência de todos vocês! 👍"
942,Os brasileiros foram pacificamente às ruas para nos cobrar. Sinal que a sociedade não perdeu as esperanças de que nós políticos escutemos sua voz. Não podemos ignorar isso. É hora de retribuirmos esse sentimento. Estamos todos no mesmo barco e juntos podemos mudar o Brasil! 🇧🇷
943,"Acredito que o Brasil caminha cada vez mais para o amadurecimento de sua democracia, com representantes sensíveis aos anseios da sociedade. O caráter pacífico dos atos de hoje traduz a esperança e a confiança do povo no compromisso que nós políticos temos com o futuro do país."
944,"Há alguns dias atrás, fui claro ao dizer que quem estivesse pedindo o fechamento do Congresso ou STF hoje estaria na manifestação errada. A população mostrou isso. Sua grande maioria foi às ruas com pautas legítimas e democráticas, mas há quem ainda insista em distorcer os fatos."
945,"Meus cumprimentos ao Primeiro-Ministro da Índia @narendramodi, por sua reeleição no dia de ontem. O Brasil tem, além de fortes laços de amizade e cooperação com a Índia, a certeza de que nossas relações comerciais serão cada vez mais sólidas."
946,"Peço desculpas por frustrar a tentativa de parte da mídia de criar um virtual atrito entre eu e Paulo Guedes. Nosso casamento segue mais forte que nunca kkkkk. No mais, caso não aprovemos a Previdência, creio que deva trocar o Min. da Economia pelo da Alquimia, só assim resolve."
947,"Segundo dados do CAGED, nossa economia gerou saldo de quase 130 mil novos empregos em abril, considerando admissões e demissões. É o melhor resultado dos últimos 6 anos para o mês. Ainda estamos longe do ideal, mas no caminho certo! 🇧🇷"
948,"- LIVE DE 23 DE MAIO DE 2019: daqui a pouco, às 19h, espero vocês para mais uma live semanal transmitida pelo nosso Facebook. Até já!"
949,"GRANDE DIA! A Fiat-Chrysler anunciou que irá investir R$ 16 bilhões no Brasil até 2024, o maior ciclo de investimento da história da empresa em nosso país. A estimativa é de 16 mil novos empregos diretos e indiretos. Estamos resgatando a confiança de quem produz! 👍"
950,Aprovada no Senado a MP que libera capital estrangeiro em companhias aéreas brasileiras. Ganha a nossa ecomomia e nossa população com os efeitos da competitividade e do livre mercado: melhores serviços e menores preços. Parabéns a todos que trabalharam na aprovação desta medida!
951,"Aprovada ontem, na Câmara, a MP 863, que abre o setor aéreo brasileiro aos investidores estrangeiros. Na prática aumentam os trechos disponíveis, a competitividade, melhoram os serviços e caem os preços. Vai para o Senado e já pode ser votada hoje. 👍🏻"
952,"Quanto aos atos do dia 26, vejo como uma manifestação espontânea da população, que de forma inédita vem sendo a voz principal para as decisões políticas que o Brasil deve tomar."
953,O Ministro da Saúde encontrou o estoque de remédios para doenças raras e transplantados zerados no início de janeiro. Gasto anual com esses medicamentos é próximo de R$ 15 bilhões. Licitação para recomposição do estoque e distribuição aos pacientes deve ser normalizada até junho.
954,"Como dito na semana passada, temos a intenção de destinar grande parte ou todo o valor da multa da Petrobrás acordada com a Lava Jato ao Ministério da Educação, equivalente a R$ 2,5 bilhões. O dinheiro, que retorna ao Brasil, pode ser aplicado em áreas sem ligação à petrolífera."
955,"A Nova Previdência é a porta de entrada para o progresso do Brasil. É com sua aprovação que se viabilizam diversas outras ações econômicas benéficas para o país, como a Reforma Tributária, que pretendemos apresentar logo após, compreendendo ser um desejo urgente dos brasileiros."
956,"Vitória conservadora na Austrália! Parabenizo o primeiro-ministro @ScottMorrisonMP por sua reeleição, refutando as pesquisas que davam vantagem à esquerda com o Partido Trabalhista. Grande vitória! 👍"
957,"Tomei conhecimento e agradeço imensamente a todos pela hashtag #BolsonaroNossoPresidente, que chegou a nível mundial no Twitter. Retribuo e ressalto que somente com o apoio de todos vocês poderemos mudar de vez o futuro do nosso Brasil! 👍"
958,"Em 2018 a Petrobrás assinou contrato de publicidade de R$ 782 milhões com a McLaren, válido por 5 anos. No momento, a empresa, por decisão do meu Governo, busca uma maneira de rescindir o contrato. Boa noite a todos!"
959,"Há somente dois caminhos para evitar contingenciamento de gastos: ou imprime dinheiro e gera inflação, ou comete-se crime de responsabilidade fiscal. Quem finge não entender essa lógica age como um abutre, aguardando ansiosamente pelo mal do Brasil para no fim se alimentar dele."
960,Boa noite! Valeu! 👍🏻
961,"Hoje, 16/05, às 19h, horário de Brasília, entraremos ao vivo no Facebook, diretamente do Texas, Estados Unidos, para tratar sobre temas relevantes em nossa Live semanal. Até daqui a pouco! 👍🏻"
962,"Se há algo de que jamais abrirei mão, são os princípios fundamentais que sempre defendi e com os quais a maioria dos brasileiros sempre se identificou. O Brasil pediu uma nova forma de se relacionar com os poderes da República, e assim seguirei, em respeito máximo à população."
963,Sancionamos no dia de ontem projeto de lei que dá permissão a autoridades policiais de conceder medidas protetivas de urgência a mulheres com vida ou integridade física ameaçadas na ausência de um juiz de plantão e/ou indisponibilidade de uma delegacia em seu município.
964,"O escoamento de carga por trens até os portos do Paraná cresceu 15% nos 4 primeiros meses do ano comparado com 2018. Entre janeiro e abril, 61 mil vagões movimentaram 3,2 milhões de toneladas, informou a administração dos Portos do PR, e isso vem o ocorrendo cada vez no Brasil."
965,"Dados oficiais dos estados confirmam queda de 24% dos homicídios no Brasil no primeiro trimestre deste ano em relação ao mesmo período de 2018. “Especialistas” dirão que a queda não tem relação com nossas ações, mas se o número tivesse aumentado, certamente culpariam o governo."
966,"Infelizmente, temos que passar grande parte do tempo desmentindo invenções que parte da mídia e a oposição fazem para desestabilizar o atual governo. Todos sabemos que seria assim, há um interesse gigantesco na máquina pública e não é por preocupação com o futuro do país."
967,"Após medidas de desburocratização internas diárias e a MP da liberdade econômica aceleramos abertura de filiais estrangeiras no Brasil, caindo de 45 para 3 dias (Registro de empresas). Medida busca melhorar o ambiente de negócios para atrair cada vez mais investimentos ao país."
968,"O Brasil condena com veemência a prisão ilegal e arbitrária do vice-presidente da Assembléia Nacional da Venezuela, Edgar Zambrano, aliado do Presidente encarregado @jguaido, bem como a de todos os demais presos políticos pela ditadura de Maduro."
969,"Daqui a pouco, às 19:00, nossa live da semana (09/05/2019) no Facebook. Nos vemos lá! 👍🇧🇷"
970,"Após nossa vitória nas eleições, a Fórmula 1, que iria embora do Brasil, decidiu não só permanecer, mas também construir um novo autódromo no RJ, que terá o nome do ídolo Ayrton Senna. Com isso, milhares de empregos serão criados, beneficiando a economia e a população do estado."
971,"Hoje demos mais um passo em direção à liberdade e direitos individuais em nossa nação. Assinei Decreto dos CACs, que flexibiliza regras sobre aquisição, registro, posse, porte e comercialização de armas de fogo para colecionadores, atiradores esportivos e caçadores. Grande Dia!"
972,"Além dos inúmeros leilões de ferrovias, portos, aeroportos e rodovias já promovidos pelo nosso governo, que levarão desenvolvimento para todo o Brasil, outras concessões serão realizadas ainda em 2019, devendo atrair mais R$ 9,1 BILHÕES em investimentos para o nosso país. 🇧🇷"
973,A Temporada de cruzeiros 2018/2019 na Bahia chega ao fim. De acordo com a Associação Brasileira de Cruzeiros Marítimos (Clia Brasil) foi registrado um incremento de 7% com relação a temporada 2017/2018. A próxima deverá crescer 10%.
974,Agradeço ao Silvio e ao SBT pela grande oportunidade e por este agradável momento. Muito brigado também aos que nos assistiram! Excelente audiência. Desejo um bom início de semana a todos!
975,"Hoje, às 22:10, participarei do Programa Silvio Santos, no SBT, em entrevista exclusiva. Nos vemos lá! 👍🏻"
976,"Em meu Governo a chama da democracia será mantida sem qualquer regulamentação da mídia, aí incluída as sociais. Quem achar o contrário recomendo um estágio na Coréia do Norte ou Cuba."
977,"Para suprir uma lacuna de demanda deixada pela peste suína, o governo chinês autorizou exportadores de carne de porco do Brasil a embarcar também a gordura comestível do animal. A medida atende a um pedido feito pela Associação Brasileira de Proteína Animal (ABPA)."
978,"Por meio da @AdvocaciaGeral, o governo orientou os órgãos federais a fazer reintegração de posse de imóveis públicos ocupados ou invadidos por “manifestantes” sem aguardar demoradas decisões, agilizando os serviços dos pagadores de impostos. Tudo dentro da lei."
979,"O @JusticaGovBR , @SF_Moro inaugurou o Centro Integrado de Inteligência Nacional. O objetivo é ampliar a troca de informações entre forças policiais, reforçando o combate ao crime organizado e tráfico de armas e drogas. Aguardamos apreciação do Pacote anti-crimes pelo Congresso."
980,"Qualquer empresa privada tem liberdade para promover valores e ideologias que bem entendem. O público decide o que faz. O que não pode ser permitido é o uso do dinheiro dos trabalhadores para isso. Não é censura, é respeito com a população brasileira."
981,"As expansões das linhas de produção promovidas pelo polo cervejeiro de Pernambuco, concentrado em Igarassu e Itapissuma, têm impactado positivamente nas operações de carga efetuadas pelo porto de Recife."
982,"Quando não há problemas no governo, a maior parte da mídia inventa alguma para ter o que falar e manipular. Informe-se sempre buscando uma mídia alternativa, pois infelizmente muitas das habituais não querem o melhor para o Brasil, somente para si mesmas!"
983,"Mais uma boa notícia: abertura do mercado da Argentina para abacates do Brasi! A primeira carga chegou em 30/04/19 e estão a caminho mais duas. O mercado foi aberto após a reunião bilateral da Ministra @TerezaCrisMS com representantes do governo argentino, ocorrida em janeiro."
984,"De 56 em 2016, caiu para apenas 1 o número de invasões no campo praticados pelo MST em 2019. A postura do atual governo, bem como o corte de recursos para esses parasitas, influenciou na significativa redução desses verdadeiros atos terroristas."
985,A autoridade sanitária da Índia aprovou a primeira permissão de importação para carne de frango in natura brasileira. O anúncio foi feito pela ministra @TerezaCrisMS . Estima-se que o mercado indiano de carne de frango vá continuar crescendo a uma taxa de 7% a 8% ao ano.
986,"Ontem recebi o Ministro das Relações Externas da Alemanha, Heiko Maas, com quem tive uma conversa muito produtiva. O Brasil e a Alemanha têm uma grande parceria, que abrange áreas essenciais para o bem-estar de nossos povos: defesa, ciência e tecnologia, comércio e investimentos."
987,"Assinei hoje a MP da Liberdade Econômica, que diminui burocracia sobre empresas e startups, estimulando o empreendedorismo, a competitividade e a economia do Brasil. Estamos colocando em prática nosso compromisso de tirar o peso do Estado das costas de quem produz e gera emprego."
988,"A situação da Venezuela preocupa a todos. Qualquer hipótese será decidida EXCLUSIVAMENTE pelo Presidente da República, ouvindo o Conselho de Defesa Nacional. O Governo segue unido, juntamente com outras nações, na busca da melhor solução que restabeleça a democracia naquele país."
989,"O Brasil se solidariza com o sofrido povo venezuelano escravizado por um ditador apoiado pelo PT, PSOL e alinhados ideológicos. Apoiamos a liberdade desta nação irmã para que finalmente vivam uma verdadeira democracia."
990,"O @minsaude anuncia redução de 38% do número de casos de malária em comparação a 2018. A redução dos casos no país se deve, principalmente, à integração das ações de saúde realizadas pelo Governo Federal em parceria com os Estados, Municípios e a população."
991,"A @policiafederal , com apoio do MPF, deflagrou a Operação Arquimedes contra um esquema de corrupção na extração ilegal de madeira na floresta amazônica. A PF prendeu 26 suspeitos, entre eles o ex-superintendente do Ibama no Amazonas."
992,"Demos OK para estudo da privatização dos Correios. Temos que rememorar para a população o seu fundo de pensão. A empresa foi o início do foco de corrupção com o mensalão, deflagrando o governo mais corrupto da história. Com o Foro de SP destruíram tudo nome da Pátria Bolivariana."
993,"O Ministro da Educação @abrahamWeinT estuda descentralizar investimento em faculdades de filosofia e sociologia (humanas). Alunos já matriculados não serão afetados. O objetivo é focar em áreas que gerem retorno imediato ao contribuinte, como: veterinária, engenharia e medicina."
994,"Sem desidratar, a Nova Previdência gerará economia de R$ 1.000.000.000.000,00 ao país. Teremos condições de potencializar nossos investimentos como nunca. É preciso consciência e patriotismo para entender que o que está em jogo é a construção de um futuro próspero para todos!"
995,"LIVE NO FACEBOOK DE 25/04, às 19:00, SOBRE OS ÚLTIMOS FATOS DA SEMANA: Previdência, Cadastro Nacional dos Pescadores e outros assuntos. Nos vemos lá!"
996,"Mesmo neste dia sagrado, o extremismo deixa rastros de morte e dor. Em nome dos brasileiros, condeno os ataques que deixaram centenas de vítimas no Sri Lanka, inclusive em igrejas, onde se celebrava a Ressurreição de Cristo. Que Deus possa confortar os que agora sofrem!"
997,"Mais cedo, anunciamos liberação de R$ 2 bilhões em recursos para restauração de estradas importantes do sistema logístico brasileiro e manutenção de vias. A ação é indispensável para recuperar da capacidade de nossa malha rodoviária e otimizar o sistema."
998,"Acredito no Brasil e em suas instituições e respeito a autonomia dos poderes, como escrito em nossa Constituição. São princípios indispensáveis para uma democracia. Dito isso, minha posição sempre será favorável à liberdade de expressão, direito legítimo e inviolável."
999,"O Ministro das Relações Exteriores, @ernestofaraujo ,formalizou saída da União das Nações Sul-Americanas (Unasul) e constituir o Fórum para o Progresso da América do Sul (Prosul). Fazendo parte do novo bloco Argentina, Brasil, Chile, Colômbia, Equador, Guiana, Paraguai e Peru."
1000,"Incra registra só 1 ocupação no 1º trimestre diante 43 ações no mesmo período de 2018. O MST está mais fraco pela facilitação da posse de armas, iniciativa que terá derivações pelo governo, falta de financiamento do setor público e de ONGs, algo que não ocorria nos governos do PT"
1001,"Em nome dos brasileiros, manifesto profundo pesar pelo terrível incêndio que assola um dos maiores símbolos da cultura e da espiritualidade cristã e ocidental, a catedral de Notre-Dame, em Paris. Neste momento sombrio, as nossas orações estão com o povo francês."
1002,"Governo anuncia convocação de mais 1.000 policiais federais. O objetivo é compor gradativamente o quadro de inteligência, como no trabalho da Lava-Jato (combate à corrupção) e outros serviços de segurança nacional dentro do orçamento possível destes primeiros 100 dias de mandato."
1003,"REAJUSTE DO ÓLEO DIESEL: Ontem, às 19h40, fui informado sobre o aumento de 5,7% no óleo diesel. Liguei para o Presidente da Petrobrás preocupado com o percentual num nível sequer previsto para a taxa de inflação do corrente ano."
1004,"O decreto por mim assinado, que converte multas ambientais em medidas para recuperação do meio ambiente, permitirá agilizar a cobrança, além de prezar pela sustentabilidade. Mais uma missão cumprida em 100 dias de governo!"
1005,"Daqui a pouco, às 19h, entrarei ao vivo pelo Facebook para, mais uma vez, levar a vocês algumas informações e realizações do nosso governo. Nos vemos lá! 👍🇧🇷"
1006,"A exemplo das economias mais avançadas, oficializamos hoje a proposta que consolida a autonomia do Banco Central, princípio importante que ajuda a fornecer estabilidade, eficiência e crescimento econômico. É mais um compromisso sendo cumprido!"
1007,"Hoje também assinei ato normativo para revogação de 250 decretos desnecessários, colocando em prática nosso compromisso de desburocratizar simplificar e desinchar o estado brasileiro, firmado em campanha. Vamos trabalhar para que o foco volte para o essencial em nossa sociedade."
1008,"Oficializamos hoje, junto ao Ministério da Cidadania a criação do 13o salário para os beneficiários do Bolsa Família, recursos oriundos em sua esmagadora maioria de desvios e recebimentos indevidos. Grande dia! 👍🇧🇷"
1009,"Me solidarizo com o apresentador e comediante @DaniloGentili ao exercer seu direito de livre expressão e sua profissão, da qual, por vezes, eu mesmo sou alvo, mas compreendo que são piadas e faz parte do jogo, algo que infelizmente vale para uns e não para outros."
1010,"Parabenizo @netanyahu pela grande vítoria e pela renovação de seu mandato como Primeiro Ministro de Israel. Bibi é um grande líder e seguiremos trabalhando juntos pela prosperidade e pela paz dos nossos povos, com base em nossos valores e convicções profundas."
1011,"Programa TechD destinará R$ 18 milhões para startups e grupos de pesquisa que buscam conectar universo empreendedor e o de pesquisa. Meta do programa é apoiar 30 projetos dos quais 14 devem ser das regiões Nordeste, Norte e Centro-Oeste."
1012,"Paulo Guedes sobre reforma tributária: ""Vamos Baixar, simplificar e reduzir impostos para o Brasil crescer"". Trabalhamos para criação do Imposto Único Federal, mas precisamos da população ao nosso lado sem se deixar manipular por desinformações e “interesses” de terceiros!"
1013,"A @usina_itaipu gastou 45% a menos em passagens aéreas no primeiro trimestre de 2019, na comparação com igual período do ano passado. Não significam cifras gigantes mas sempre mostramos em qual direção queremos seguir: o enxugamento de gastos públicos."
1014,"Nos próximos dias realizaremos um “Revogaço”, anulando centenas de decretos desnecessários que hoje só servem para dar volume ao nosso já inchado Estado e criar burocracias que só atrapalham. Daremos continuidade ao processo. Vamos desregulamentar e diminuir o excesso de regras!"
1015,"Comunico a todos a indicação do Professor Abraham Weintraub ao cargo de Ministro da Educação. Abraham é doutor, professor universitário e possui ampla experiência em gestão e o conhecimento necessário para a pasta. Aproveito para agradecer ao Prof. Velez pelos serviços prestados."
1016,"Desde o início do ano passado 2 funcionários da Receita acessaram ILEGALMENTE informações fiscais de minha pessoa e familiares. Procuravam algo para vazar e me incriminar por ocasião da eleição. Sindicância da Receita concluiu não haver “legalidade para acesso"" e notificou a PF."
1017,"Após estudos técnicos que apontam para a eliminação dos benefícios por conta de fatores como iluminação mais eficiente, evolução das posses, aumento do consumo de energia e mudança de hábitos da população, decidimos que não haverá Horário de Verão na temporada 2019/2020."
1018,"Hoje, foram arrendados mais 6 terminais portuários no Pará, superando novamente as expectativas. Total de 23 concessões de ferrovias, rodovias e aeroportos em 3 meses de governo. Meta cumprida e investimentos consolidados que trarão mais desenvolvimento aos estados e economia."
1019,"No passado, o PT negou no Senado o 13• para o Bolsa Família. Hoje, com árduo trabalho no combate às fraudes, como vereadores e o caso de um animal doméstico chamado gato “Billy”, recebendo indevidamente, temos meios para implementar esta medida para os verdadeiros necessitados."
1020,"Hoje, 04 de Abril, às 19h, estarei com o Ministro @SF_Moro em uma live no Facebook para falar sobre alguns assuntos da semana. Espero vocês! Até lá! 👍🏻"
1021,"Pela manhã me reuni com vários presidentes e líderes de partidos. Tudo ocorreu em alto nível. Ao contrário do que propalado por alguns, nada se falou sobre cargos. Executivo e Legislativo unidos, por uma causa que representa o futuro de nossos filhos e netos: a Nova Previdência."
1022,Parabéns aos policiais da ROTA (PM-SP) pela rápida e eficiente ação contra 25 bandidos fortemente armados e equipados que tentaram assaltar dois bancos na cidade de Guararema e ainda fizeram uma família refém. 11 bandidos foram mortos e nenhum inocente saiu ferido. Bom trabalho!
1023,"O Min. Paulo Guedes se reuniu com membros da Frente Parlamentar Mista em Defesa do Novo Pacto Federativo. Cada estado e município é o maior conhecedor de sua necessidade. A população fica mais perto do Governador, Prefeito e Deputados. Todos ganham! Mais Brasil, menos Brasília!"
1024,"Na próxima semana o Ministro do Meio Ambiente, @rsallesmma  irá ao estado do RS dando início as medidas de concessões de dois parques nacionais. Emprego, renda, desenvolvimento,  e muito mais cuidado com o meio ambiente envolvendo moradores das próprias regiões."
1025,Uma parceria entre a @policiafederal do Brasil e a Polícia do Paraguai apreendeu mais de mil toneladas de maconha. A ação também destruiu plantações da droga que produziriam uma quantidade avaliada em US$ 33 milhões de dólares. Parabéns pelo trabalho! Via @planalto
1026,"Força-Tarefa Previdenciária integrada pela Secretaria Especial de Previdência e Trabalho do Ministério da Economia, PF e MPF descobre fraudes de benefícios por incapacidade no Paraná. A quadrilha causou um prejuízo de mais de R$1,1mi com a utilização de atestados médicos falsos."
1027,"Aumenta número de voos da Europa para o Brasil em março. São aproximadamente 25 mil lugares e 44 voos a mais. Este crescimento representa um aumento de 8% no número de assentos e 4% no de voos, comparando os meses de março do ano passado em relação a 2019."
1028,"A coordenação de produção orgânica do @Min_Agricultura (Mapa), tem buscado meios de dar suporte aos produtores para que eles consigam se regularizar, ampliar a oferta e, assim, reduzir o preço dos produtos orgânicos,  pois existe gigantesco potencial de alcance."
1029,"No dia 5/04 será realizado mais um leilão envolvendo 6 áreas portuárias: 5 em Belém e no Porto de Vila do Conde/PA. Investimentos previstos na casa dos R$ 430 mi, levando mais desenvolvimento e eficiência dos serviços para as regiões e para o Brasil. Detalhes em @portosdobrasil"
1030,"Após revelação do @MInfraestrutura de pedidos prontos de mais de 8.000 novos radares eletrônicos na rodovias federais do país, determinei de imediato o cancelamento de suas instalações. Sabemos que a grande maioria destes têm o único intuito de retomo financeiro ao estado."
1031,"Ministério da Economia estuda reduzir impostos de empresas, gerando competitividade interna, empregos, barateamento do produto e competitividade também no exterior, a exemplo de @realDonaldTrump , nos EUA."
1032,"Amanhã embarco para Israel para mais uma bateria de compromissos que serão de grande importância para o Brasil. Buscaremos acordos concretos nas áreas de ciência, tecnologia, defesa, entre outras. Ótimas expectativas! Israel é uma nação amiga e juntos temos muito a somar! 🇧🇷🤝🇮🇱"
1033,"Tivemos o melhor saldo de empregos dos últimos 5 anos para Fevereiro. Já o levantamento trimestral divulgado pelo IBGE parte de Dezembro de 2018, período no qual é comum o saldo negativo, fato importante, mas propositalmente omitido nas chamadas da Folha, Estadão e Globo;"
1034,"Grande vitória no leilão do trecho centro-sul da Ferrovia Norte-Sul. Investimento previsto de R$ 2,8 BILHÕES. Levaremos desenvolvimento a vários estados do país. Parabéns ao ministro @tarcisiogdf e a todos os envolvidos! É a jornada ferroviária sendo retomada no Brasil!"
1035,"Com a MP 877/2019, editada pelo Presidente Bolsonaro, o governo economizará cerca  de R$ 15 milhões ao ano. Os órgãos do Executivo Federal voltam a realizar compras de passagens aéreas diretamente das companhias que operam voos domésticos sem intermediação de agência de viagem."
1036,"Desenvolvemos e continuamos a desenvolver mecanismos para cobrar os grandes devedores da previdência, porém, só isso não resolve o problema do déficit. A Nova Previdência resolve, e garante não só o pagamento regular dos atuais aposentados como o sucesso das futuras gerações."
1037,"""Participamos da Revolução de 1964, identificados com os anseios nacionais de preservação das instituições democráticas, ameaçadas pela radicalização ideológica, greves, desordem social e corrupção generalizada."" Roberto Marinho, Presidente da Globo, ao final do Regime Militar."
1038,"Nessa tarde me reuni com pesquisadores da Universidade Mackenzie, Ministro da Ciência e Tecnologia, entre outros, no Comando Militar do Sudeste, onde discutimos a colaboração do Governo Federal na pesquisa e no desenvolvimento de tecnologia baseada no grafeno."
1039,"A Ministra da Mulher, da Família e dos Direitos Humanos, @DamaresAlves cancelou envio de cerca de R$42 mi para compra de bitcoins para uso da FUNAI (índios) e a UFF. Agora, outra “estranheza” na #ComissãoDaAnistia: compra de HD por R$7milhões. #CaixaPretadaAnistia"
1040,"Missão americana para inspeção de carnes virá ao Brasil em junho objetivando ampliação deste comércio. Os EUA são um dos maiores consumidores do mundo. O trabalho do @Min_Agricultura, via @TerezaCrisMS , está sendo fundamental para o que pode ser uma grande passo para nosso país."
1041,"Brasil criou cerca de 211.000 novas vagas de trabalho com carteira assinada nos dois primeiros meses do ano. A visão liberal de nosso governo passa confiança à economia real, e os empresários começaram a contratar mais."
1042,"Segundo dados divulgados pelo Ministério da Economia, neste mês de Fevereiro nosso Brasil criou mais de 173 mil novas vagas de emprego com carteira assinada. Queremos muito mais e não descansaremos! Vamos em frente!"
1043,"Battisti, ""herói"" da esquerda, que vivia colônia de férias no Brasil proporcionada e apoiada pelo governo do PT e suas linhas auxiliares (PSOL, PCdoB, MST), confessou pela 1ª vez participação em 4 assassinatos quando integrou o grupo terrorista Proletários Armados pelo Comunismo."
1044,"Como esperado, uma plataforma de planejamento de viagens mostrou que a procura de estrangeiros interessados em visitar o Brasil já cresceu 36% após anunciarmos a liberação de visto para turistas da Austrália, Estados Unidos, Canadá e Japão. Ganha o nosso turismo e nossa economia!"
1045,Projeto do Governo encaminhado ao Congresso visa recuperar R$ 4bi a mais por ano endurecendo a cobrança de dívidas. O alvo é o contribuinte com dívida maior do que R$15 mi por mais de um ano. Há grupos que respondem por dívidas de até R$ 40bi. O foco das ações é o grande devedor.
1046,"Ontem em Santiago lançamos as bases para um novo espaço de diálogo e integração da América do Sul: o PROSUL. Os principais pilares serão a democracia, a prosperidade e o respeito às soberanias, opostos ao avanço totalitário observado no continente nos últimos anos com a UNASUL."
1047,"Hoje (21/03) às 19 horas, entraremos ao vivo pelo Facebook diretamente de Santiago, no Chile, para tratarmos dos últimos acontecimentos a respeito do nosso Brasil!"
1048,"Ontem liguei para o Presidente de Moçambique, Filipe Nyusi, para prestar solidariedade ao seu país e às vítimas da devastação causada pelo ciclone Idai. Nos colocamos à disposição no que for possível. Me solidarizo com o povo do Zimbabué e Malawi, também atingidos pelo ciclone."
1049,Nas próximas horas embarco rumo ao Chile para mais uma agenda de compromissos que certamente será muito proveitosa para o Brasil. Ressalto que os trabalhos em nosso país não param. Estamos determinados a mudar nossa nação de verdade para melhor!
1050,"Nos dias 22 de março e 5 de abril serão leiloadas 10 áreas portuárias que trarão investimentos e empregos no setor e em sua capilarização. Os portos são em Vitória (ES), Cabedelo (PB, Vila do Conde e Miramar no (PA) e podem render neste momento inicial na ordem de R$700 milhões."
1051,"Mercado de caminhões e ônibus cresce 61,2% nos primeiros dois meses de 2019. As vendas de caminhões foram de 6,9 mil unidades, acréscimo de 70,2%  a mais que as 4 mil do ano passado. 13,9 mil unidades foram comercializadas, significando elevação de 61,2% sobre as 8,6 mil de 2018."
1052,"Jornalistas maldosos falaram recentemente em mal estar no mercado gerado pelo governo. Pois bem, a Bolsa de Valores atingiu hoje mais uma marca histórica. As expectativas geradas pelas ações do governo são as melhores e notícias positivas só aparecem. BRASIL ACIMA DE TUDO 🇧🇷"
1053,"Decretamos o estabelecimento de critérios mais rígidos para ocupação de cargos comissionados no Governo. Dentre as novas regras estabelecidas, destaco a inclusão da Lei da Ficha Limpa como critério para contratação de novos servidores. (Decreto 9727/2019)."
1054,"Pela primeira vez em muito tempo, um Presidente brasileiro que não é anti-americano chega a Washington. É o começo de uma parceria pela liberdade e prosperidade, como os brasileiros sempre desejaram."
1055,"Informo que ainda não me foi apresentado a versão do projeto de lei que trata da previdência dos militares. Possíveis benefícios, ou sacrifícios, serão divididos entre todos, sem distinção de postos ou graduações.
Vamos valorizar e unir a tropa no ideal de melhor servir à Pátria."
1056,"O Secretário de ecoturismo do Ministério do Meio Ambiente, Gilson Machado Neto em conversas constantes com o Secretário da Pesca, @jorgeseif , discutem projetos embrionários de redução de frota pesqueira e inclusão dos pescadores como pioneiros no setor de turismo e preservação."
1057,Publicada a MP 876/2019 que prevê o registro automático nas juntas comerciais de firmas constituídas como Empresário Individual e outras derivações sem exigência de autenticação de documentos em cartório pois é uma medida arcaica e que já é objeto de dispensas e relativizações.
1058,"Foi realizado hoje, 15/03, o leilão de 12 aeroportos das regiões Nordeste, Sudeste e Centro-Oeste. Valor inicial proposto era de R$ 218,7 milhões. Conseguimos arrecadar R$ 2,37 BILHÕES, valor 10 vezes maior, que será pago à vista. É o Brasil voltando a crescer! Grande vitória! 🇧🇷"
1059,"Nossas profundas condolências ao povo da Nova Zelândia, familiares e amigos das vítimas do terrível massacre nas mesquitas em Christchurch. O Brasil condena totalmente essa crueldade! Nos unimos aos neozelandeses em solidariedade neste momento difícil. Que Deus conforte a todos!"
1060,"Daqui a pouco, às 18:30, farei uma Live no Facebook para tratar de alguns assuntos. Até lá! 🇧🇷👍"
1061,"Na campanha, firmei o compromisso de enxugar a máquina pública e torná-la eficiente. Assinei decreto que extingue 21.000 cargos comissionados da esfera federal. Economia de quase R$195 MILHÕES de dinheiro público e ainda há muito o que fazer! ESTAMOS CUMPRINDO NOSSA MISSÃO! 🇧🇷"
1062,"Presto minhas condolências aos familiares das vítimas do desumano atendado ocorrido hoje na Escola Professor Raul Brasil, em Suzano, São Paulo. Uma monstruosidade e covardia sem tamanho. Que Deus conforte o coração de todos!"
